route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
B82+,EN_P6-Weekday,EN_P6-Weekday-028500_SBS82_901,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429657,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-034800_SBS82_901,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429657,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-039900_SBS82_911,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429667,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-047100_SBS82_911,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429667,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-030500_SBS82_902,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429658,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-036600_SBS82_902,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429658,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-057800_SBS82_913,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429669,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-061500_SBS82_906,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429667,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-077500_SBS82_908,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429684,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-095000_SBS82_923,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429668,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-032000_SBS82_903,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429659,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-049100_SBS82_912,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429668,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-033400_SBS82_904,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429660,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-038400_SBS82_903,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429659,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-059800_SBS82_914,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429670,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-079500_SBS82_911,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429668,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-097600_SBS82_924,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429685,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-111000_SBS82_917,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429682,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-114800_SBS82_924,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429685,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-123000_SBS82_923,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429675,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-128500_SBS82_921,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429674,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-044300_SBS82_903,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429659,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-065500_SBS82_910,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429669,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-081500_SBS82_917,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429685,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-098800_SBS82_907,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429675,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-034500_SBS82_905,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429661,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-039900_SBS82_904,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429660,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-048300_SBS82_905,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429661,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-056100_SBS82_905,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429661,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-067500_SBS82_914,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429670,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-100000_SBS82_925,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429680,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-035400_SBS82_906,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429662,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-041100_SBS82_905,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429661,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-065800_SBS82_909,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429665,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-077500_SBS82_918,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429681,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-083500_SBS82_901,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429680,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-112500_SBS82_918,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429683,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-036300_SBS82_907,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429663,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-069500_SBS82_902,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429660,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-116500_SBS82_919,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429672,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-118400_SBS82_922,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429676,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-043100_SBS82_907,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429663,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-037200_SBS82_908,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429664,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-044100_SBS82_908,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429664,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-051800_SBS82_909,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429665,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-067800_SBS82_913,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429672,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-080500_SBS82_905,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429683,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-103200_SBS82_917,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429682,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-038100_SBS82_909,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429665,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-069800_SBS82_908,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429684,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-089000_SBS82_905,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429683,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-102300_SBS82_923,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429668,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-104200_SBS82_909,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429677,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-045100_SBS82_909,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429665,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-039000_SBS82_910,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429666,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-046100_SBS82_910,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429666,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-090500_SBS82_920,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429673,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-121100_SBS82_918,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429683,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-131500_SBS82_925,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429687,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-138200_SBS82_925,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429687,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-075500_SBS82_913,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429672,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-092000_SBS82_921,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429672,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-107600_SBS82_916,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429678,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-040700_SBS82_901,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429657,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-048100_SBS82_901,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429657,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-071800_SBS82_916,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429668,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-108800_SBS82_919,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429672,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-120500_SBS82_921,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429674,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-041500_SBS82_912,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429668,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-063500_SBS82_916,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429668,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-073800_SBS82_917,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429685,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-083500_SBS82_913,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429672,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-071500_SBS82_903,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429663,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-082000_SBS82_920,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429673,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-119600_SBS82_917,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429682,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-128500_SBS82_924,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429686,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-135200_SBS82_924,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429686,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-079000_SBS82_919,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429682,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-085500_SBS82_918,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429681,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-098700_SBS82_916,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429678,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-101200_SBS82_906,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429681,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-114500_SBS82_916,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429678,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-125500_SBS82_922,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429676,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-130500_SBS82_923,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429675,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-087500_SBS82_919,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429682,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-111200_SBS82_920,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429668,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-126500_SBS82_920,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429668,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-116000_SBS82_923,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429675,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-112400_SBS82_914,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429679,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-105200_SBS82_918,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429683,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-055800_SBS82_912,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429668,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-113600_SBS82_921,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429674,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-117200_SBS82_925,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429680,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-049800_SBS82_907,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429663,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-093500_SBS82_915,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429684,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-102200_SBS82_910,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429676,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-103500_SBS82_914,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429679,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-057500_SBS82_907,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429663,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-046300_SBS82_915,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429671,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-042400_SBS82_902,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429658,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-045300_SBS82_914,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429670,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-051100_SBS82_913,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429669,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-055100_SBS82_904,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429660,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-099900_SBS82_921,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429672,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-096700_SBS82_905,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429683,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-109500_SBS82_910,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429676,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-095700_SBS82_909,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429677,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-075800_SBS82_901,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429680,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-107100_SBS82_907,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429675,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-101100_SBS82_915,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429684,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-132500_SBS82_922,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429676,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-108300_SBS82_925,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429680,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-118500_SBS82_920,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429668,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-104700_SBS82_922,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429674,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-094700_SBS82_919,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429682,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-096400_SBS82_922,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429674,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-110000_SBS82_915,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429684,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-053800_SBS82_911,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429667,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-059500_SBS82_909,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429665,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-122600_SBS82_916,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429678,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-054100_SBS82_915,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429671,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-073500_SBS82_904,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429665,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-093700_SBS82_910,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429676,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-106400_SBS82_912,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429673,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-047300_SBS82_904,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429660,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-063800_SBS82_907,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429663,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-061800_SBS82_904,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429660,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-052100_SBS82_903,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429659,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-085000_SBS82_908,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429684,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-091700_SBS82_901,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429680,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-043300_SBS82_913,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429669,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-124500_SBS82_919,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429672,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-042100_SBS82_906,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429662,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-086500_SBS82_911,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429668,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-090500_SBS82_907,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429675,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-089300_SBS82_917,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429685,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-092700_SBS82_918,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429681,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-053100_SBS82_914,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429670,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-097700_SBS82_920,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429673,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-105900_SBS82_924,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429685,SBS821519
B82+,EN_P6-Weekday,EN_P6-Weekday-050100_SBS82_902,SELECT BUS SPRING CRK SEAVIEW via KINGS,0,38429658,SBS821510
B82+,EN_P6-Weekday,EN_P6-Weekday-088000_SBS82_922,SELECT BUS BENSNHRST BAY 38 via FLATLNDS,1,38429674,SBS821519
B42,EN_P6-Weekday,EN_P6-Weekday-000000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-002000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-004000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-006000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-008000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-010000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-012000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-014000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-016000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-018000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-020000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-022000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-024000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-026000_B42_502,CANARSIE PIER,1,38429123,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-028000_B42_501,CANARSIE PIER,1,38429102,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-030000_B42_502,CANARSIE PIER,1,38429123,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-033000_B42_502,CANARSIE PIER,1,38429123,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-034500_B42_503,CANARSIE PIER,1,38429108,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-036000_B42_504,CANARSIE PIER,1,38429124,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-037300_B42_502,CANARSIE PIER,1,38429123,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-038500_B42_503,CANARSIE PIER,1,38429108,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-039500_B42_504,CANARSIE PIER,1,38429124,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-041500_B42_502,CANARSIE PIER,1,38429123,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-043500_B42_504,CANARSIE PIER,1,38429124,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-045500_B42_503,CANARSIE PIER,1,38429108,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-047500_B42_504,CANARSIE PIER,1,38429124,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-048500_B42_505,CANARSIE PIER,1,38429125,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-053900_B42_507,CANARSIE PIER,1,38429127,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-055800_B42_504,CANARSIE PIER,1,38429124,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-057800_B42_506,CANARSIE PIER,1,38429126,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-065800_B42_503,CANARSIE PIER,1,38429101,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-068800_B42_502,CANARSIE PIER,1,38429104,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-070300_B42_503,CANARSIE PIER,1,38429101,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-071800_B42_505,CANARSIE PIER,1,38429128,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-074800_B42_503,CANARSIE PIER,1,38429101,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-076300_B42_508,CANARSIE PIER,1,38429129,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-079300_B42_504,CANARSIE PIER,1,38429130,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-080800_B42_508,CANARSIE PIER,1,38429129,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-085300_B42_508,CANARSIE PIER,1,38429129,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-086800_B42_505,CANARSIE PIER,1,38429131,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-088300_B42_504,CANARSIE PIER,1,38429130,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-089800_B42_508,CANARSIE PIER,1,38429129,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-091300_B42_505,CANARSIE PIER,1,38429131,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-092800_B42_509,CANARSIE PIER,1,38429110,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-094000_B42_507,CANARSIE PIER,1,38429132,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-095200_B42_506,CANARSIE PIER,1,38429103,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-096200_B42_505,CANARSIE PIER,1,38429131,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-097200_B42_507,CANARSIE PIER,1,38429132,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-098200_B42_509,CANARSIE PIER,1,38429110,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-099200_B42_506,CANARSIE PIER,1,38429103,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-100200_B42_510,CANARSIE PIER,1,38429109,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-101200_B42_509,CANARSIE PIER,1,38429110,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-102200_B42_507,CANARSIE PIER,1,38429132,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-103200_B42_506,CANARSIE PIER,1,38429103,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-104200_B42_511,CANARSIE PIER,1,38429110,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-105200_B42_510,CANARSIE PIER,1,38429109,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-106200_B42_507,CANARSIE PIER,1,38429132,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-107200_B42_511,CANARSIE PIER,1,38429110,B420005
B42,EN_P6-Weekday,EN_P6-Weekday-108200_B42_506,CANARSIE PIER,1,38429103,B420005
